# PLATEIFU     MANGAID     Z           NSA_Z       NSA_ZDIST   NSA_ELPETRO_BA   NSA_ELPETRO_PHI   NSA_ELPETRO_TH50_R   NSA_SERSIC_BA   NSA_SERSIC_PHI   NSA_SERSIC_TH50   NSA_SERSIC_N  
  8239-3704    1-378486    0.02145     0.02145     0.0217616   0.609142         94.9132           5.05739              0.515479        94.1555          5.30092           0.648582      
  8239-3702    1-378412    0.0216787   0.0216787   0.022003    0.892852         140.102           4.55197              0.88473         138.187          4.76098           1.5644        
  8239-6103    1-378500    0.0971771   0.0971771   0.0975017   0.84933          131.371           5.34244              0.906692        99.8461          7.94445           6.0           
  8239-6101    1-378327    0.0210452   0.0210452   0.0213545   0.827662         128.522           14.1683              0.770845        129.623          16.0713           1.26985       
  8239-6104    1-548221    0.0801299   0.0801299   0.0804375   0.793879         38.7987           2.65113              0.559381        38.8577          4.26734           6.0           
  8724-9102    1-47196     0.0387674   0.0387674   0.0390964   0.66141          132.431           4.19819              0.599623        132.008          4.00145           0.592556      
  8724-3703    1-48067     0.0255324   0.0255324   0.0258848   0.534632         134.68            3.97601              0.382876        134.831          5.03209           2.3554        
  8724-1902    1-47221     0.0245308   0.0245308   0.024859    0.917904         102.396           3.12973              0.892892        87.5578          2.8765            1.12149       
  8724-3701    1-47272     0.0451422   0.0451422   0.0454729   0.819476         99.9323           2.60051              0.722789        87.6613          3.59925           4.70565       
  8724-9101    1-48437     0.0383484   0.0383484   0.0386841   0.650437         160.302           4.87162              0.550533        160.211          5.52828           1.75894       
  8724-12705   1-48460     0.0247886   0.0247886   0.0251233   0.217324         142.415           11.0238              0.15            142.657          12.4589           0.965007      
  8724-12703   1-48053     0.0307551   0.0307551   0.0311077   0.670552         4.97165           8.26709              0.56429         8.74316          15.3902           5.3363        
  8724-3704    1-48450     0.0303557   0.0303557   0.0306849   0.493324         17.0027           4.5138               0.350518        17.5193          5.00728           1.51368       
  8724-12701   1-47305     0.031606    0.031606    0.0319435   0.594479         152.131           13.0768              0.519512        150.118          14.1947           0.695127      
  8724-3702    1-48084     0.0310755   0.0310755   0.0314369   0.923692         120.728           4.19602              0.884506        116.718          7.09715           5.56124       
  8724-12702   1-47256     0.0493339   0.0493339   0.049667    0.878467         49.9633           2.90297              0.766193        50.532           2.87264           1.55861       
  8724-6104    1-47499     0.0461185   0.0461185   0.046456    0.574213         109.832           3.22644              0.430712        109.244          3.37823           1.80781       
  8724-6103    1-47432     0.0422594   0.0422594   0.0426098   0.916815         165.231           3.3748               0.858541        178.529          3.40722           1.77936       
  8724-6102    1-564242    0.0468757   0.0468757   0.047209    0.984022         37.5002           3.19385              0.929327        44.8083          4.86873           6.0           
  8724-1901    1-47463     0.0240728   0.0240728   0.0244234   0.750192         149.977           3.66944              0.641915        151.368          5.40779           4.136         
  8724-6101    1-47244     0.0616072   0.0616072   0.0619348   0.754975         95.4261           5.87153              0.631239        93.985           10.7973           6.0           
  8724-12704   1-47474     0.0306973   0.0306973   0.0310387   0.388968         112.14            9.10242              0.249311        116.897          10.493            1.88984       
  8714-3704    1-604860    0.0516947   0.0516947   0.051962    0.955753         121.352           4.86252              0.949779        124.659          8.66561           5.42428       
  8714-12705   1-44763     0.062378    0.062378    0.0626367   0.415495         76.8491           5.31259              0.592998        77.9139          2.15083           6.0           
  8714-3702    1-339111    0.0517526   0.0517526   0.0520229   0.815231         68.0927           4.98826              0.699605        69.1221          9.65002           5.98712       
  8714-9102    1-44722     0.0289858   0.0289858   0.0292506   0.558883         111.118           7.57947              0.521462        110.092          10.0849           6.0           
  8714-3703    1-44818     0.0220606   0.0220606   0.0223332   0.483053         149.309           7.6438               0.501511        147.235          9.20798           2.54943       
  8714-6102    1-548194    0.0561432   0.0561432   0.056404    0.757975         31.3503           7.67318              0.669068        34.8984          9.20505           2.02738       
